"activity_period","activity_type_code","adjusted_activity_type_code","adjusted_passenger_count","boarding_area","geo_region","geo_summary","month","operating_airline","operating_airline_iata_code","passenger_count","price_category_code","published_airline","published_airline_iata_code","terminal","year"
"201112","Enplaned","Enplaned","916","F","US","Domestic","December","SkyWest Airlines","OO","916","Other","United Airlines","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","137963","F","US","Domestic","December","SkyWest Airlines","OO","137963","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","139690","F","US","Domestic","December","SkyWest Airlines","OO","139690","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","2433","G","Canada","International","December","SkyWest Airlines","OO","2433","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Deplaned","Deplaned","10274","F","Canada","International","December","SkyWest Airlines","OO","10274","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","11578","F","Canada","International","December","SkyWest Airlines","OO","11578","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","123874","B","US","Domestic","December","Southwest Airlines","WN","123874","Low Fare","Southwest Airlines","WN","Terminal 1","2011"
"201112","Enplaned","Enplaned","129271","B","US","Domestic","December","Southwest Airlines","WN","129271","Low Fare","Southwest Airlines","WN","Terminal 1","2011"
"201112","Thru / Transit","Thru / Transit * 2","220","B","US","Domestic","December","Southwest Airlines","WN","110","Low Fare","Southwest Airlines","WN","Terminal 1","2011"
"201112","Deplaned","Deplaned","3451","A","US","Domestic","December","Sun Country Airlines","SY","3451","Low Fare","Sun Country Airlines","SY","International","2011"
"201112","Enplaned","Enplaned","3715","A","US","Domestic","December","Sun Country Airlines","SY","3715","Low Fare","Sun Country Airlines","SY","International","2011"
"201112","Deplaned","Deplaned","5667","G","Europe","International","December","Swiss International","LX","5667","Other","Swiss International","LX","International","2011"
"201112","Enplaned","Enplaned","5433","G","Europe","International","December","Swiss International","LX","5433","Other","Swiss International","LX","International","2011"
"201112","Deplaned","Deplaned","5039","A","Central America","International","December","TACA","TA","5039","Other","TACA","TA","International","2011"
"201112","Enplaned","Enplaned","6288","A","Central America","International","December","TACA","TA","6288","Other","TACA","TA","International","2011"
"201112","Deplaned","Deplaned","62801","B","US","Domestic","December","US Airways","US ","62801","Other","US Airways","US ","Terminal 1","2011"
"201112","Enplaned","Enplaned","62888","B","US","Domestic","December","US Airways","US ","62888","Other","US Airways","US ","Terminal 1","2011"
"201112","Deplaned","Deplaned","79523","F","US","Domestic","December","United Airlines","UA","79523","Other","United Airlines","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","83654","F","US","Domestic","December","United Airlines","UA","83654","Other","United Airlines","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","37340","G","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","37340","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","43312","G","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","43312","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Deplaned","Deplaned","20287","E","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","20287","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","20333","E","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","20333","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Thru / Transit","Thru / Transit * 2","614","E","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","307","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","385450","F","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","385450","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","386334","F","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","386334","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Thru / Transit","Thru / Transit * 2","11642","F","US","Domestic","December","United Airlines - Pre 07/01/2013","UA","5821","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","59454","G","Asia","International","December","United Airlines - Pre 07/01/2013","UA","59454","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","61952","G","Asia","International","December","United Airlines - Pre 07/01/2013","UA","61952","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Thru / Transit","Thru / Transit * 2","3736","G","Asia","International","December","United Airlines - Pre 07/01/2013","UA","1868","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Deplaned","Deplaned","9410","G","Australia / Oceania","International","December","United Airlines - Pre 07/01/2013","UA","9410","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","9563","G","Australia / Oceania","International","December","United Airlines - Pre 07/01/2013","UA","9563","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Thru / Transit","Thru / Transit * 2","922","G","Australia / Oceania","International","December","United Airlines - Pre 07/01/2013","UA","461","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Deplaned","Deplaned","10474","F","Canada","International","December","United Airlines - Pre 07/01/2013","UA","10474","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Enplaned","Enplaned","10977","F","Canada","International","December","United Airlines - Pre 07/01/2013","UA","10977","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Thru / Transit","Thru / Transit * 2","676","F","Canada","International","December","United Airlines - Pre 07/01/2013","UA","338","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","19305","G","Europe","International","December","United Airlines - Pre 07/01/2013","UA","19305","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","19223","G","Europe","International","December","United Airlines - Pre 07/01/2013","UA","19223","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Thru / Transit","Thru / Transit * 2","442","G","Europe","International","December","United Airlines - Pre 07/01/2013","UA","221","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Deplaned","Deplaned","16306","G","Mexico","International","December","United Airlines - Pre 07/01/2013","UA","16306","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","16041","G","Mexico","International","December","United Airlines - Pre 07/01/2013","UA","16041","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Thru / Transit","Thru / Transit * 2","2","G","Mexico","International","December","United Airlines - Pre 07/01/2013","UA","1","Other","United Airlines - Pre 07/01/2013","UA","International","2011"
"201112","Enplaned","Enplaned","4797","F","Mexico","International","December","United Airlines - Pre 07/01/2013","UA","4797","Low Fare","United Airlines - Pre 07/01/2013","UA","Terminal 3","2011"
"201112","Deplaned","Deplaned","144841","D","US","Domestic","December","Virgin America","VX","144841","Low Fare","Virgin America","VX","Terminal 2","2011"
"201112","Enplaned","Enplaned","148887","D","US","Domestic","December","Virgin America","VX","148887","Low Fare","Virgin America","VX","Terminal 2","2011"
"201112","Deplaned","Deplaned","5701","A","Mexico","International","December","Virgin America","VX","5701","Low Fare","Virgin America","VX","International","2011"
"201112","Enplaned","Enplaned","7649","D","Mexico","International","December","Virgin America","VX","7649","Low Fare","Virgin America","VX","Terminal 2","2011"
"201112","Deplaned","Deplaned","7920","A","Europe","International","December","Virgin Atlantic","VS","7920","Other","Virgin Atlantic","VS","International","2011"
"201112","Enplaned","Enplaned","9002","A","Europe","International","December","Virgin Atlantic","VS","9002","Other","Virgin Atlantic","VS","International","2011"
"201201","Deplaned","Deplaned","3900","A","Mexico","International","January","Aeromexico","AM","3900","Other","Aeromexico","AM","International","2012"
"201201","Enplaned","Enplaned","3227","A","Mexico","International","January","Aeromexico","AM","3227","Other","Aeromexico","AM","International","2012"
"201201","Deplaned","Deplaned","7501","A","Canada","International","January","Air Canada ","AC","7501","Other","Air Canada ","AC","International","2012"
"201201","Enplaned","Enplaned","7458","A","Canada","International","January","Air Canada ","AC","7458","Other","Air Canada ","AC","International","2012"
"201201","Deplaned","Deplaned","9546","G","Canada","International","January","Air Canada ","AC","9546","Other","Air Canada ","AC","International","2012"
"201201","Enplaned","Enplaned","9491","G","Canada","International","January","Air Canada ","AC","9491","Other","Air Canada ","AC","International","2012"
"201201","Deplaned","Deplaned","7482","G","Asia","International","January","Air China","CA","7482","Other","Air China","CA","International","2012"
"201201","Enplaned","Enplaned","6915","G","Asia","International","January","Air China","CA","6915","Other","Air China","CA","International","2012"
"201201","Deplaned","Deplaned","7366","A","Europe","International","January","Air France","AF","7366","Other","Air France","AF","International","2012"
"201201","Enplaned","Enplaned","6882","A","Europe","International","January","Air France","AF","6882","Other","Air France","AF","International","2012"
"201201","Deplaned","Deplaned","9202","G","Australia / Oceania","International","January","Air New Zealand","NZ","9202","Other","Air New Zealand","NZ","International","2012"
"201201","Enplaned","Enplaned","10876","G","Australia / Oceania","International","January","Air New Zealand","NZ","10876","Other","Air New Zealand","NZ","International","2012"
"201201","Deplaned","Deplaned","8735","B","US","Domestic","January","AirTran Airways","FL","8735","Low Fare","AirTran Airways","FL","Terminal 1","2012"
"201201","Enplaned","Enplaned","8694","B","US","Domestic","January","AirTran Airways","FL","8694","Low Fare","AirTran Airways","FL","Terminal 1","2012"
"201201","Deplaned","Deplaned","30082","B","US","Domestic","January","Alaska Airlines","AS","30082","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Enplaned","Enplaned","29404","B","US","Domestic","January","Alaska Airlines","AS","29404","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Deplaned","Deplaned","7004","A","Mexico","International","January","Alaska Airlines","AS","7004","Other","Alaska Airlines","AS","International","2012"
"201201","Enplaned","Enplaned","5858","B","Mexico","International","January","Alaska Airlines","AS","5858","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Deplaned","Deplaned","7871","G","Asia","International","January","All Nippon Airways","NH","7871","Other","All Nippon Airways","NH","International","2012"
"201201","Enplaned","Enplaned","7105","G","Asia","International","January","All Nippon Airways","NH","7105","Other","All Nippon Airways","NH","International","2012"
"201201","Deplaned","Deplaned","119287","D","US","Domestic","January","American Airlines","AA","119287","Other","American Airlines","AA","Terminal 2","2012"
"201201","Enplaned","Enplaned","110538","D","US","Domestic","January","American Airlines","AA","110538","Other","American Airlines","AA","Terminal 2","2012"
"201201","Deplaned","Deplaned","8278","A","Asia","International","January","Asiana Airlines","OZ","8278","Other","Asiana Airlines","OZ","International","2012"
"201201","Enplaned","Enplaned","6703","A","Asia","International","January","Asiana Airlines","OZ","6703","Other","Asiana Airlines","OZ","International","2012"
"201201","Deplaned","Deplaned","16944","A","Europe","International","January","British Airways","BA","16944","Other","British Airways","BA","International","2012"
"201201","Enplaned","Enplaned","16194","A","Europe","International","January","British Airways","BA","16194","Other","British Airways","BA","International","2012"
"201201","Deplaned","Deplaned","21222","A","Asia","International","January","Cathay Pacific","CX","21222","Other","Cathay Pacific","CX","International","2012"
"201201","Enplaned","Enplaned","18534","A","Asia","International","January","Cathay Pacific","CX","18534","Other","Cathay Pacific","CX","International","2012"
"201201","Deplaned","Deplaned","10789","A","Asia","International","January","China Airlines","CI","10789","Other","China Airlines","CI","International","2012"
"201201","Enplaned","Enplaned","10400","A","Asia","International","January","China Airlines","CI","10400","Other","China Airlines","CI","International","2012"
"201201","Deplaned","Deplaned","90389","C","US","Domestic","January","Delta Air Lines","DL","90389","Other","Delta Air Lines","DL","Terminal 1","2012"
"201201","Enplaned","Enplaned","85884","C","US","Domestic","January","Delta Air Lines","DL","85884","Other","Delta Air Lines","DL","Terminal 1","2012"
"201201","Deplaned","Deplaned","4925","A","Asia","International","January","Delta Air Lines","DL","4925","Other","Delta Air Lines","DL","International","2012"
"201201","Enplaned","Enplaned","4317","A","Asia","International","January","Delta Air Lines","DL","4317","Other","Delta Air Lines","DL","International","2012"
"201201","Deplaned","Deplaned","14107","G","Asia","International","January","EVA Airways","BR","14107","Other","EVA Airways","BR","International","2012"
"201201","Enplaned","Enplaned","12675","G","Asia","International","January","EVA Airways","BR","12675","Other","EVA Airways","BR","International","2012"
"201201","Deplaned","Deplaned","10499","A","Middle East","International","January","Emirates ","EK","10499","Other","Emirates ","EK","International","2012"
"201201","Enplaned","Enplaned","9564","A","Middle East","International","January","Emirates ","EK","9564","Other","Emirates ","EK","International","2012"
"201201","Deplaned","Deplaned","17222","C","US","Domestic","January","Frontier Airlines","F9","17222","Low Fare","Frontier Airlines","F9","Terminal 1","2012"
"201201","Enplaned","Enplaned","14992","C","US","Domestic","January","Frontier Airlines","F9","14992","Low Fare","Frontier Airlines","F9","Terminal 1","2012"
"201201","Deplaned","Deplaned","8686","A","US","Domestic","January","Hawaiian Airlines","HA","8686","Other","Hawaiian Airlines","HA","International","2012"
"201201","Enplaned","Enplaned","7921","A","US","Domestic","January","Hawaiian Airlines","HA","7921","Other","Hawaiian Airlines","HA","International","2012"
"201201","Deplaned","Deplaned","5760","B","US","Domestic","January","Horizon Air ","QX","5760","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Enplaned","Enplaned","6497","B","US","Domestic","January","Horizon Air ","QX","6497","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Deplaned","Deplaned","6499","A","Asia","International","January","Japan Airlines","JL","6499","Other","Japan Airlines","JL","International","2012"
"201201","Enplaned","Enplaned","5591","A","Asia","International","January","Japan Airlines","JL","5591","Other","Japan Airlines","JL","International","2012"
"201201","Deplaned","Deplaned","38137","A","US","Domestic","January","JetBlue Airways ","B6","38137","Low Fare","JetBlue Airways ","B6","International","2012"
"201201","Enplaned","Enplaned","38921","A","US","Domestic","January","JetBlue Airways ","B6","38921","Low Fare","JetBlue Airways ","B6","International","2012"
"201201","Deplaned","Deplaned","5881","A","Europe","International","January","KLM Royal Dutch Airlines","KL","5881","Other","KLM Royal Dutch Airlines","KL","International","2012"
"201201","Enplaned","Enplaned","4792","A","Europe","International","January","KLM Royal Dutch Airlines","KL","4792","Other","KLM Royal Dutch Airlines","KL","International","2012"
"201201","Deplaned","Deplaned","7053","A","Asia","International","January","Korean Air Lines","KE","7053","Other","Korean Air Lines","KE","International","2012"
"201201","Enplaned","Enplaned","6660","A","Asia","International","January","Korean Air Lines","KE","6660","Other","Korean Air Lines","KE","International","2012"
"201201","Deplaned","Deplaned","3408","A","South America","International","January","LAN Peru","LP","3408","Other","LAN Peru","LP","International","2012"
"201201","Enplaned","Enplaned","3070","A","South America","International","January","LAN Peru","LP","3070","Other","LAN Peru","LP","International","2012"
"201201","Deplaned","Deplaned","17769","G","Europe","International","January","Lufthansa German Airlines","LH","17769","Other","Lufthansa German Airlines","LH","International","2012"
"201201","Enplaned","Enplaned","15595","G","Europe","International","January","Lufthansa German Airlines","LH","15595","Other","Lufthansa German Airlines","LH","International","2012"
"201201","Deplaned","Deplaned","12126","A","Asia","International","January","Philippine Airlines","PR","12126","Other","Philippine Airlines","PR","International","2012"
"201201","Enplaned","Enplaned","10526","A","Asia","International","January","Philippine Airlines","PR","10526","Other","Philippine Airlines","PR","International","2012"
"201201","Deplaned","Deplaned","77","A","US","Domestic","January","Servisair",,"77","Low Fare","Servisair",,"International","2012"
"201201","Enplaned","Enplaned","77","A","US","Domestic","January","Servisair",,"77","Low Fare","Servisair",,"International","2012"
"201201","Deplaned","Deplaned","14727","G","Asia","International","January","Singapore Airlines","SQ","14727","Other","Singapore Airlines","SQ","International","2012"
"201201","Enplaned","Enplaned","14944","G","Asia","International","January","Singapore Airlines","SQ","14944","Other","Singapore Airlines","SQ","International","2012"
"201201","Deplaned","Deplaned","18521","C","US","Domestic","January","SkyWest Airlines","OO","18521","Other","Delta Air Lines","DL","Terminal 1","2012"
"201201","Enplaned","Enplaned","16842","C","US","Domestic","January","SkyWest Airlines","OO","16842","Other","Delta Air Lines","DL","Terminal 1","2012"
"201201","Deplaned","Deplaned","1211","F","US","Domestic","January","SkyWest Airlines","OO","1211","Other","United Airlines","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","877","F","US","Domestic","January","SkyWest Airlines","OO","877","Other","United Airlines","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","122390","F","US","Domestic","January","SkyWest Airlines","OO","122390","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","122260","F","US","Domestic","January","SkyWest Airlines","OO","122260","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","1486","G","Canada","International","January","SkyWest Airlines","OO","1486","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Deplaned","Deplaned","9308","F","Canada","International","January","SkyWest Airlines","OO","9308","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","9998","F","Canada","International","January","SkyWest Airlines","OO","9998","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","116384","B","US","Domestic","January","Southwest Airlines","WN","116384","Low Fare","Southwest Airlines","WN","Terminal 1","2012"
"201201","Enplaned","Enplaned","111320","B","US","Domestic","January","Southwest Airlines","WN","111320","Low Fare","Southwest Airlines","WN","Terminal 1","2012"
"201201","Thru / Transit","Thru / Transit * 2","256","B","US","Domestic","January","Southwest Airlines","WN","128","Low Fare","Southwest Airlines","WN","Terminal 1","2012"
"201201","Deplaned","Deplaned","2170","A","US","Domestic","January","Sun Country Airlines","SY","2170","Low Fare","Sun Country Airlines","SY","International","2012"
"201201","Enplaned","Enplaned","1936","A","US","Domestic","January","Sun Country Airlines","SY","1936","Low Fare","Sun Country Airlines","SY","International","2012"
"201201","Deplaned","Deplaned","5446","G","Europe","International","January","Swiss International","LX","5446","Other","Swiss International","LX","International","2012"
"201201","Enplaned","Enplaned","4924","G","Europe","International","January","Swiss International","LX","4924","Other","Swiss International","LX","International","2012"
"201201","Deplaned","Deplaned","5885","A","Central America","International","January","TACA","TA","5885","Other","TACA","TA","International","2012"
"201201","Enplaned","Enplaned","5384","A","Central America","International","January","TACA","TA","5384","Other","TACA","TA","International","2012"
"201201","Deplaned","Deplaned","53668","B","US","Domestic","January","US Airways","US ","53668","Other","US Airways","US ","Terminal 1","2012"
"201201","Enplaned","Enplaned","53245","B","US","Domestic","January","US Airways","US ","53245","Other","US Airways","US ","Terminal 1","2012"
"201201","Deplaned","Deplaned","70573","F","US","Domestic","January","United Airlines","UA","70573","Other","United Airlines","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","64683","F","US","Domestic","January","United Airlines","UA","64683","Other","United Airlines","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","35600","G","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","35600","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","42358","G","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","42358","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Deplaned","Deplaned","19144","E","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","19144","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","18914","E","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","18914","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Thru / Transit","Thru / Transit * 2","436","E","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","218","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","363731","F","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","363731","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","359377","F","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","359377","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Thru / Transit","Thru / Transit * 2","8274","F","US","Domestic","January","United Airlines - Pre 07/01/2013","UA","4137","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","64598","G","Asia","International","January","United Airlines - Pre 07/01/2013","UA","64598","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","56879","G","Asia","International","January","United Airlines - Pre 07/01/2013","UA","56879","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Thru / Transit","Thru / Transit * 2","3544","G","Asia","International","January","United Airlines - Pre 07/01/2013","UA","1772","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Deplaned","Deplaned","8775","G","Australia / Oceania","International","January","United Airlines - Pre 07/01/2013","UA","8775","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","10449","G","Australia / Oceania","International","January","United Airlines - Pre 07/01/2013","UA","10449","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201202","Enplaned","Enplaned","29124","B","US","Domestic","February","Alaska Airlines","AS","29124","Other","Alaska Airlines","AS","Terminal 1","2012"
"201201","Thru / Transit","Thru / Transit * 2","930","G","Australia / Oceania","International","January","United Airlines - Pre 07/01/2013","UA","465","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Deplaned","Deplaned","10349","F","Canada","International","January","United Airlines - Pre 07/01/2013","UA","10349","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Enplaned","Enplaned","9625","F","Canada","International","January","United Airlines - Pre 07/01/2013","UA","9625","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Thru / Transit","Thru / Transit * 2","510","F","Canada","International","January","United Airlines - Pre 07/01/2013","UA","255","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","18074","G","Europe","International","January","United Airlines - Pre 07/01/2013","UA","18074","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","16469","G","Europe","International","January","United Airlines - Pre 07/01/2013","UA","16469","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Thru / Transit","Thru / Transit * 2","50","G","Europe","International","January","United Airlines - Pre 07/01/2013","UA","25","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Deplaned","Deplaned","21396","G","Mexico","International","January","United Airlines - Pre 07/01/2013","UA","21396","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","15313","G","Mexico","International","January","United Airlines - Pre 07/01/2013","UA","15313","Other","United Airlines - Pre 07/01/2013","UA","International","2012"
"201201","Enplaned","Enplaned","3873","F","Mexico","International","January","United Airlines - Pre 07/01/2013","UA","3873","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2012"
"201201","Deplaned","Deplaned","136955","D","US","Domestic","January","Virgin America","VX","136955","Low Fare","Virgin America","VX","Terminal 2","2012"
"201201","Enplaned","Enplaned","134033","D","US","Domestic","January","Virgin America","VX","134033","Low Fare","Virgin America","VX","Terminal 2","2012"
"201201","Deplaned","Deplaned","6871","A","Mexico","International","January","Virgin America","VX","6871","Low Fare","Virgin America","VX","International","2012"
"201201","Enplaned","Enplaned","5144","D","Mexico","International","January","Virgin America","VX","5144","Low Fare","Virgin America","VX","Terminal 2","2012"
"201201","Deplaned","Deplaned","7746","A","Europe","International","January","Virgin Atlantic","VS","7746","Other","Virgin Atlantic","VS","International","2012"
"201201","Enplaned","Enplaned","7637","A","Europe","International","January","Virgin Atlantic","VS","7637","Other","Virgin Atlantic","VS","International","2012"
"201202","Deplaned","Deplaned","2456","A","Mexico","International","February","Aeromexico","AM","2456","Other","Aeromexico","AM","International","2012"
"201202","Enplaned","Enplaned","2507","A","Mexico","International","February","Aeromexico","AM","2507","Other","Aeromexico","AM","International","2012"
"201202","Deplaned","Deplaned","8523","A","Canada","International","February","Air Canada ","AC","8523","Other","Air Canada ","AC","International","2012"
"201202","Enplaned","Enplaned","8090","A","Canada","International","February","Air Canada ","AC","8090","Other","Air Canada ","AC","International","2012"
"201202","Deplaned","Deplaned","8524","G","Canada","International","February","Air Canada ","AC","8524","Other","Air Canada ","AC","International","2012"
"201202","Enplaned","Enplaned","8092","G","Canada","International","February","Air Canada ","AC","8092","Other","Air Canada ","AC","International","2012"
"201202","Deplaned","Deplaned","5982","G","Asia","International","February","Air China","CA","5982","Other","Air China","CA","International","2012"
"201202","Enplaned","Enplaned","6173","G","Asia","International","February","Air China","CA","6173","Other","Air China","CA","International","2012"
"201202","Deplaned","Deplaned","6439","A","Europe","International","February","Air France","AF","6439","Other","Air France","AF","International","2012"
"201202","Enplaned","Enplaned","6036","A","Europe","International","February","Air France","AF","6036","Other","Air France","AF","International","2012"
"201202","Deplaned","Deplaned","6692","G","Australia / Oceania","International","February","Air New Zealand","NZ","6692","Other","Air New Zealand","NZ","International","2012"
"201202","Enplaned","Enplaned","8037","G","Australia / Oceania","International","February","Air New Zealand","NZ","8037","Other","Air New Zealand","NZ","International","2012"
"201202","Deplaned","Deplaned","6925","B","US","Domestic","February","AirTran Airways","FL","6925","Low Fare","AirTran Airways","FL","Terminal 1","2012"
"201202","Enplaned","Enplaned","6883","B","US","Domestic","February","AirTran Airways","FL","6883","Low Fare","AirTran Airways","FL","Terminal 1","2012"
"201202","Deplaned","Deplaned","28743","B","US","Domestic","February","Alaska Airlines","AS","28743","Other","Alaska Airlines","AS","Terminal 1","2012"
"201202","Deplaned","Deplaned","5375","A","Mexico","International","February","Alaska Airlines","AS","5375","Other","Alaska Airlines","AS","International","2012"
"201202","Enplaned","Enplaned","5579","B","Mexico","International","February","Alaska Airlines","AS","5579","Other","Alaska Airlines","AS","Terminal 1","2012"
"201202","Deplaned","Deplaned","7097","G","Asia","International","February","All Nippon Airways","NH","7097","Other","All Nippon Airways","NH","International","2012"
"201202","Enplaned","Enplaned","6746","G","Asia","International","February","All Nippon Airways","NH","6746","Other","All Nippon Airways","NH","International","2012"
"201202","Deplaned","Deplaned","109025","D","US","Domestic","February","American Airlines","AA","109025","Other","American Airlines","AA","Terminal 2","2012"
"201202","Enplaned","Enplaned","106868","D","US","Domestic","February","American Airlines","AA","106868","Other","American Airlines","AA","Terminal 2","2012"
"201202","Deplaned","Deplaned","5786","A","Asia","International","February","Asiana Airlines","OZ","5786","Other","Asiana Airlines","OZ","International","2012"
"201202","Enplaned","Enplaned","6145","A","Asia","International","February","Asiana Airlines","OZ","6145","Other","Asiana Airlines","OZ","International","2012"
"201202","Deplaned","Deplaned","14778","A","Europe","International","February","British Airways","BA","14778","Other","British Airways","BA","International","2012"
"201202","Enplaned","Enplaned","13953","A","Europe","International","February","British Airways","BA","13953","Other","British Airways","BA","International","2012"
"201202","Deplaned","Deplaned","16518","A","Asia","International","February","Cathay Pacific","CX","16518","Other","Cathay Pacific","CX","International","2012"
"201202","Enplaned","Enplaned","16688","A","Asia","International","February","Cathay Pacific","CX","16688","Other","Cathay Pacific","CX","International","2012"
"201202","Deplaned","Deplaned","8045","A","Asia","International","February","China Airlines","CI","8045","Other","China Airlines","CI","International","2012"
"201202","Enplaned","Enplaned","8023","A","Asia","International","February","China Airlines","CI","8023","Other","China Airlines","CI","International","2012"
"201202","Deplaned","Deplaned","83726","C","US","Domestic","February","Delta Air Lines","DL","83726","Other","Delta Air Lines","DL","Terminal 1","2012"
"201202","Enplaned","Enplaned","80894","C","US","Domestic","February","Delta Air Lines","DL","80894","Other","Delta Air Lines","DL","Terminal 1","2012"
"201202","Deplaned","Deplaned","4089","A","Asia","International","February","Delta Air Lines","DL","4089","Other","Delta Air Lines","DL","International","2012"
