"activity_period","activity_type_code","adjusted_activity_type_code","adjusted_passenger_count","boarding_area","geo_region","geo_summary","month","operating_airline","operating_airline_iata_code","passenger_count","price_category_code","published_airline","published_airline_iata_code","terminal","year"
"200507","Deplaned","Deplaned","27271","B","US","Domestic","July","ATA Airlines","TZ","27271","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200507","Enplaned","Enplaned","29131","B","US","Domestic","July","ATA Airlines","TZ","29131","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200507","Thru / Transit","Thru / Transit * 2","10830","B","US","Domestic","July","ATA Airlines","TZ","5415","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200507","Deplaned","Deplaned","35156","B","Canada","International","July","Air Canada ","AC","35156","Other","Air Canada ","AC","Terminal 1","2005"
"200507","Enplaned","Enplaned","34090","B","Canada","International","July","Air Canada ","AC","34090","Other","Air Canada ","AC","Terminal 1","2005"
"200507","Deplaned","Deplaned","6263","G","Asia","International","July","Air China","CA","6263","Other","Air China","CA","International","2005"
"200507","Enplaned","Enplaned","5500","G","Asia","International","July","Air China","CA","5500","Other","Air China","CA","International","2005"
"200507","Deplaned","Deplaned","12050","A","Europe","International","July","Air France","AF","12050","Other","Air France","AF","International","2005"
"200507","Enplaned","Enplaned","11638","A","Europe","International","July","Air France","AF","11638","Other","Air France","AF","International","2005"
"200507","Deplaned","Deplaned","4998","G","Australia / Oceania","International","July","Air New Zealand","NZ","4998","Other","Air New Zealand","NZ","International","2005"
"200507","Enplaned","Enplaned","4962","G","Australia / Oceania","International","July","Air New Zealand","NZ","4962","Other","Air New Zealand","NZ","International","2005"
"200507","Deplaned","Deplaned","8055","A","US","Domestic","July","AirTran Airways","FL","8055","Low Fare","AirTran Airways","FL","International","2005"
"200507","Enplaned","Enplaned","7984","A","US","Domestic","July","AirTran Airways","FL","7984","Low Fare","AirTran Airways","FL","International","2005"
"200507","Deplaned","Deplaned","36641","A","US","Domestic","July","Alaska Airlines","AS","36641","Other","Alaska Airlines","AS","International","2005"
"200507","Enplaned","Enplaned","39379","A","US","Domestic","July","Alaska Airlines","AS","39379","Other","Alaska Airlines","AS","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","7356","A","US","Domestic","July","Alaska Airlines","AS","3678","Other","Alaska Airlines","AS","International","2005"
"200507","Deplaned","Deplaned","7977","A","Canada","International","July","Alaska Airlines","AS","7977","Other","Alaska Airlines","AS","International","2005"
"200507","Enplaned","Enplaned","8837","A","Canada","International","July","Alaska Airlines","AS","8837","Other","Alaska Airlines","AS","International","2005"
"200507","Deplaned","Deplaned","6969","A","Mexico","International","July","Alaska Airlines","AS","6969","Other","Alaska Airlines","AS","International","2005"
"200507","Enplaned","Enplaned","10046","A","Mexico","International","July","Alaska Airlines","AS","10046","Other","Alaska Airlines","AS","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","4532","A","Mexico","International","July","Alaska Airlines","AS","2266","Other","Alaska Airlines","AS","International","2005"
"200507","Deplaned","Deplaned","6545","G","Asia","International","July","All Nippon Airways","NH","6545","Other","All Nippon Airways","NH","International","2005"
"200507","Enplaned","Enplaned","6094","G","Asia","International","July","All Nippon Airways","NH","6094","Other","All Nippon Airways","NH","International","2005"
"200507","Deplaned","Deplaned","166577","E","US","Domestic","July","American Airlines","AA","166577","Other","American Airlines","AA","Terminal 3","2005"
"200507","Enplaned","Enplaned","160890","E","US","Domestic","July","American Airlines","AA","160890","Other","American Airlines","AA","Terminal 3","2005"
"200507","Deplaned","Deplaned","5493","E","US","Domestic","July","American Eagle Airlines","MQ","5493","Other","American Airlines","AA","Terminal 3","2005"
"200507","Enplaned","Enplaned","5213","E","US","Domestic","July","American Eagle Airlines","MQ","5213","Other","American Airlines","AA","Terminal 3","2005"
"200507","Deplaned","Deplaned","5041","A","Asia","International","July","Asiana Airlines","OZ","5041","Other","Asiana Airlines","OZ","International","2005"
"200507","Enplaned","Enplaned","4744","A","Asia","International","July","Asiana Airlines","OZ","4744","Other","Asiana Airlines","OZ","International","2005"
"200507","Deplaned","Deplaned","1552","C","US","Domestic","July","Atlantic Southeast Airlines","EV","1552","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Enplaned","Enplaned","1484","C","US","Domestic","July","Atlantic Southeast Airlines","EV","1484","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Deplaned","Deplaned","325","A","Europe","International","July","BelAir Airlines","4T","325","Other","BelAir Airlines","4T","International","2005"
"200507","Enplaned","Enplaned","545","A","Europe","International","July","BelAir Airlines","4T","545","Other","BelAir Airlines","4T","International","2005"
"200507","Deplaned","Deplaned","20632","A","Europe","International","July","British Airways","BA","20632","Other","British Airways","BA","International","2005"
"200507","Enplaned","Enplaned","21686","A","Europe","International","July","British Airways","BA","21686","Other","British Airways","BA","International","2005"
"200507","Deplaned","Deplaned","11010","A","Asia","International","July","Cathay Pacific","CX","11010","Other","Cathay Pacific","CX","International","2005"
"200507","Enplaned","Enplaned","9628","A","Asia","International","July","Cathay Pacific","CX","9628","Other","Cathay Pacific","CX","International","2005"
"200507","Deplaned","Deplaned","13638","A","Asia","International","July","China Airlines","CI","13638","Other","China Airlines","CI","International","2005"
"200507","Enplaned","Enplaned","11255","A","Asia","International","July","China Airlines","CI","11255","Other","China Airlines","CI","International","2005"
"200507","Deplaned","Deplaned","97510","C","US","Domestic","July","Delta Air Lines","DL","97510","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Enplaned","Enplaned","93791","C","US","Domestic","July","Delta Air Lines","DL","93791","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Deplaned","Deplaned","14142","G","Asia","International","July","EVA Airways","BR","14142","Other","EVA Airways","BR","International","2005"
"200507","Enplaned","Enplaned","12132","G","Asia","International","July","EVA Airways","BR","12132","Other","EVA Airways","BR","International","2005"
"200507","Deplaned","Deplaned","19234","B","US","Domestic","July","Frontier Airlines","F9","19234","Low Fare","Frontier Airlines","F9","Terminal 1","2005"
"200507","Enplaned","Enplaned","18368","B","US","Domestic","July","Frontier Airlines","F9","18368","Low Fare","Frontier Airlines","F9","Terminal 1","2005"
"200507","Deplaned","Deplaned","7579","C","US","Domestic","July","Hawaiian Airlines","HA","7579","Other","Hawaiian Airlines","HA","Terminal 1","2005"
"200507","Enplaned","Enplaned","7658","C","US","Domestic","July","Hawaiian Airlines","HA","7658","Other","Hawaiian Airlines","HA","Terminal 1","2005"
"200507","Deplaned","Deplaned","5284","B","US","Domestic","July","Horizon Air ","QX","5284","Other","Alaska Airlines","AS","Terminal 1","2005"
"200507","Enplaned","Enplaned","5257","B","US","Domestic","July","Horizon Air ","QX","5257","Other","Alaska Airlines","AS","Terminal 1","2005"
"200507","Deplaned","Deplaned","4540","A","Europe","International","July","Icelandair","FI","4540","Other","Icelandair","FI","International","2005"
"200507","Enplaned","Enplaned","4341","A","Europe","International","July","Icelandair","FI","4341","Other","Icelandair","FI","International","2005"
"200507","Deplaned","Deplaned","10843","A","US","Domestic","July","Independence Air","DH","10843","Low Fare","Independence Air","DH","International","2005"
"200507","Enplaned","Enplaned","10967","A","US","Domestic","July","Independence Air","DH","10967","Low Fare","Independence Air","DH","International","2005"
"200507","Deplaned","Deplaned","9195","A","Asia","International","July","Japan Airlines","JL","9195","Other","Japan Airlines","JL","International","2005"
"200507","Enplaned","Enplaned","9086","A","Asia","International","July","Japan Airlines","JL","9086","Other","Japan Airlines","JL","International","2005"
"200507","Deplaned","Deplaned","9978","A","Europe","International","July","KLM Royal Dutch Airlines","KL","9978","Other","KLM Royal Dutch Airlines","KL","International","2005"
"200507","Enplaned","Enplaned","9587","A","Europe","International","July","KLM Royal Dutch Airlines","KL","9587","Other","KLM Royal Dutch Airlines","KL","International","2005"
"200507","Deplaned","Deplaned","6153","A","Asia","International","July","Korean Air Lines","KE","6153","Other","Korean Air Lines","KE","International","2005"
"200507","Enplaned","Enplaned","5646","A","Asia","International","July","Korean Air Lines","KE","5646","Other","Korean Air Lines","KE","International","2005"
"200507","Deplaned","Deplaned","22389","G","Europe","International","July","Lufthansa German Airlines","LH","22389","Other","Lufthansa German Airlines","LH","International","2005"
"200507","Enplaned","Enplaned","20511","G","Europe","International","July","Lufthansa German Airlines","LH","20511","Other","Lufthansa German Airlines","LH","International","2005"
"200507","Deplaned","Deplaned","2636","B","US","Domestic","July","Mesa Airlines","YV","2636","Other","US Airways","US ","Terminal 1","2005"
"200507","Enplaned","Enplaned","2535","B","US","Domestic","July","Mesa Airlines","YV","2535","Other","US Airways","US ","Terminal 1","2005"
"200507","Deplaned","Deplaned","7751","G","Mexico","International","July","Mexicana Airlines","MX","7751","Other","Mexicana Airlines","MX","International","2005"
"200507","Enplaned","Enplaned","7845","G","Mexico","International","July","Mexicana Airlines","MX","7845","Other","Mexicana Airlines","MX","International","2005"
"200507","Deplaned","Deplaned","1797","A","US","Domestic","July","Midwest Airlines","YX","1797","Other","Midwest Airlines","YX","Terminal 1","2005"
"200507","Enplaned","Enplaned","3238","A","US","Domestic","July","Midwest Airlines","YX","3238","Other","Midwest Airlines","YX","Terminal 1","2005"
"200507","Deplaned","Deplaned","64231","C","US","Domestic","July","Northwest Airlines","NW","64231","Other","Northwest Airlines","NW","Terminal 1","2005"
"200507","Enplaned","Enplaned","62049","C","US","Domestic","July","Northwest Airlines","NW","62049","Other","Northwest Airlines","NW","Terminal 1","2005"
"200507","Deplaned","Deplaned","7229","A","Asia","International","July","Northwest Airlines","NW","7229","Other","Northwest Airlines","NW","International","2005"
"200507","Enplaned","Enplaned","6554","A","Asia","International","July","Northwest Airlines","NW","6554","Other","Northwest Airlines","NW","International","2005"
"200507","Deplaned","Deplaned","12828","A","Asia","International","July","Philippine Airlines","PR","12828","Other","Philippine Airlines","PR","International","2005"
"200507","Enplaned","Enplaned","10269","A","Asia","International","July","Philippine Airlines","PR","10269","Other","Philippine Airlines","PR","International","2005"
"200507","Deplaned","Deplaned","19211","G","Asia","International","July","Singapore Airlines","SQ","19211","Other","Singapore Airlines","SQ","International","2005"
"200507","Enplaned","Enplaned","17462","G","Asia","International","July","Singapore Airlines","SQ","17462","Other","Singapore Airlines","SQ","International","2005"
"200507","Deplaned","Deplaned","7262","C","US","Domestic","July","SkyWest Airlines","OO","7262","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Enplaned","Enplaned","6586","C","US","Domestic","July","SkyWest Airlines","OO","6586","Other","Delta Air Lines","DL","Terminal 1","2005"
"200507","Deplaned","Deplaned","103279","F","US","Domestic","July","SkyWest Airlines","OO","103279","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Enplaned","Enplaned","102023","F","US","Domestic","July","SkyWest Airlines","OO","102023","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Deplaned","Deplaned","3688","F","Canada","International","July","SkyWest Airlines","OO","3688","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Enplaned","Enplaned","3633","F","Canada","International","July","SkyWest Airlines","OO","3633","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Deplaned","Deplaned","4827","B","US","Domestic","July","Sun Country Airlines","SY","4827","Low Fare","Sun Country Airlines","SY","Terminal 1","2005"
"200507","Enplaned","Enplaned","4784","B","US","Domestic","July","Sun Country Airlines","SY","4784","Low Fare","Sun Country Airlines","SY","Terminal 1","2005"
"200507","Deplaned","Deplaned","6324","G","Central America","International","July","TACA","TA","6324","Other","TACA","TA","International","2005"
"200507","Enplaned","Enplaned","7031","G","Central America","International","July","TACA","TA","7031","Other","TACA","TA","International","2005"
"200507","Deplaned","Deplaned","46042","A","US","Domestic","July","US Airways","US ","46042","Other","US Airways","US ","Terminal 1","2005"
"200507","Enplaned","Enplaned","45553","A","US","Domestic","July","US Airways","US ","45553","Other","US Airways","US ","Terminal 1","2005"
"200507","Deplaned","Deplaned","38951","B","US","Domestic","July","US Airways","US ","38951","Low Fare","US Airways","US ","Terminal 1","2005"
"200507","Enplaned","Enplaned","37848","B","US","Domestic","July","US Airways","US ","37848","Low Fare","US Airways","US ","Terminal 1","2005"
"200507","Deplaned","Deplaned","62178","B","US","Domestic","July","United Airlines","UA","62178","Other","United Airlines","UA","Terminal 1","2005"
"200507","Enplaned","Enplaned","60939","B","US","Domestic","July","United Airlines","UA","60939","Other","United Airlines","UA","Terminal 1","2005"
"200507","Deplaned","Deplaned","58767","E","US","Domestic","July","United Airlines - Pre 07/01/2013","UA","58767","Low Fare","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Enplaned","Enplaned","58277","E","US","Domestic","July","United Airlines - Pre 07/01/2013","UA","58277","Low Fare","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Deplaned","Deplaned","443656","F","US","Domestic","July","United Airlines - Pre 07/01/2013","UA","443656","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Enplaned","Enplaned","421802","F","US","Domestic","July","United Airlines - Pre 07/01/2013","UA","421802","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Thru / Transit","Thru / Transit * 2","22776","F","US","Domestic","July","United Airlines - Pre 07/01/2013","UA","11388","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Deplaned","Deplaned","77658","G","Asia","International","July","United Airlines - Pre 07/01/2013","UA","77658","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Enplaned","Enplaned","68278","G","Asia","International","July","United Airlines - Pre 07/01/2013","UA","68278","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","7906","G","Asia","International","July","United Airlines - Pre 07/01/2013","UA","3953","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Deplaned","Deplaned","8603","G","Australia / Oceania","International","July","United Airlines - Pre 07/01/2013","UA","8603","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Enplaned","Enplaned","8234","G","Australia / Oceania","International","July","United Airlines - Pre 07/01/2013","UA","8234","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","2770","G","Australia / Oceania","International","July","United Airlines - Pre 07/01/2013","UA","1385","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Deplaned","Deplaned","12874","F","Canada","International","July","United Airlines - Pre 07/01/2013","UA","12874","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Enplaned","Enplaned","12085","F","Canada","International","July","United Airlines - Pre 07/01/2013","UA","12085","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Thru / Transit","Thru / Transit * 2","20","F","Canada","International","July","United Airlines - Pre 07/01/2013","UA","10","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200507","Deplaned","Deplaned","30796","G","Europe","International","July","United Airlines - Pre 07/01/2013","UA","30796","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Enplaned","Enplaned","29283","G","Europe","International","July","United Airlines - Pre 07/01/2013","UA","29283","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","1776","G","Europe","International","July","United Airlines - Pre 07/01/2013","UA","888","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Deplaned","Deplaned","9537","G","Mexico","International","July","United Airlines - Pre 07/01/2013","UA","9537","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Enplaned","Enplaned","9672","G","Mexico","International","July","United Airlines - Pre 07/01/2013","UA","9672","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Thru / Transit","Thru / Transit * 2","90","G","Mexico","International","July","United Airlines - Pre 07/01/2013","UA","45","Other","United Airlines - Pre 07/01/2013","UA","International","2005"
"200507","Deplaned","Deplaned","11684","A","Europe","International","July","Virgin Atlantic","VS","11684","Other","Virgin Atlantic","VS","International","2005"
"200507","Enplaned","Enplaned","10771","A","Europe","International","July","Virgin Atlantic","VS","10771","Other","Virgin Atlantic","VS","International","2005"
"200507","Deplaned","Deplaned","2480","A","Canada","International","July","WestJet Airlines","WS","2480","Other","WestJet Airlines","WS","International","2005"
"200507","Enplaned","Enplaned","2211","A","Canada","International","July","WestJet Airlines","WS","2211","Other","WestJet Airlines","WS","International","2005"
"200508","Deplaned","Deplaned","27472","B","US","Domestic","August","ATA Airlines","TZ","27472","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200508","Enplaned","Enplaned","26535","B","US","Domestic","August","ATA Airlines","TZ","26535","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200508","Thru / Transit","Thru / Transit * 2","11424","B","US","Domestic","August","ATA Airlines","TZ","5712","Low Fare","ATA Airlines","TZ","Terminal 1","2005"
"200508","Deplaned","Deplaned","34878","B","Canada","International","August","Air Canada ","AC","34878","Other","Air Canada ","AC","Terminal 1","2005"
"200508","Enplaned","Enplaned","34105","B","Canada","International","August","Air Canada ","AC","34105","Other","Air Canada ","AC","Terminal 1","2005"
"200508","Deplaned","Deplaned","4204","G","Asia","International","August","Air China","CA","4204","Other","Air China","CA","International","2005"
"200508","Enplaned","Enplaned","3923","G","Asia","International","August","Air China","CA","3923","Other","Air China","CA","International","2005"
"200508","Deplaned","Deplaned","11230","A","Europe","International","August","Air France","AF","11230","Other","Air France","AF","International","2005"
"200508","Enplaned","Enplaned","11731","A","Europe","International","August","Air France","AF","11731","Other","Air France","AF","International","2005"
"200508","Deplaned","Deplaned","4672","G","Australia / Oceania","International","August","Air New Zealand","NZ","4672","Other","Air New Zealand","NZ","International","2005"
"200508","Enplaned","Enplaned","4006","G","Australia / Oceania","International","August","Air New Zealand","NZ","4006","Other","Air New Zealand","NZ","International","2005"
"200508","Deplaned","Deplaned","7796","A","US","Domestic","August","AirTran Airways","FL","7796","Low Fare","AirTran Airways","FL","International","2005"
"200508","Enplaned","Enplaned","7737","A","US","Domestic","August","AirTran Airways","FL","7737","Low Fare","AirTran Airways","FL","International","2005"
"200508","Deplaned","Deplaned","40431","A","US","Domestic","August","Alaska Airlines","AS","40431","Other","Alaska Airlines","AS","International","2005"
"200508","Enplaned","Enplaned","39595","A","US","Domestic","August","Alaska Airlines","AS","39595","Other","Alaska Airlines","AS","International","2005"
"200508","Thru / Transit","Thru / Transit * 2","3804","A","US","Domestic","August","Alaska Airlines","AS","1902","Other","Alaska Airlines","AS","International","2005"
"200508","Deplaned","Deplaned","8901","A","Canada","International","August","Alaska Airlines","AS","8901","Other","Alaska Airlines","AS","International","2005"
"200508","Enplaned","Enplaned","9020","A","Canada","International","August","Alaska Airlines","AS","9020","Other","Alaska Airlines","AS","International","2005"
"200508","Deplaned","Deplaned","7541","A","Mexico","International","August","Alaska Airlines","AS","7541","Other","Alaska Airlines","AS","International","2005"
"200508","Enplaned","Enplaned","9333","A","Mexico","International","August","Alaska Airlines","AS","9333","Other","Alaska Airlines","AS","International","2005"
"200508","Thru / Transit","Thru / Transit * 2","3804","A","Mexico","International","August","Alaska Airlines","AS","1902","Other","Alaska Airlines","AS","International","2005"
"200508","Deplaned","Deplaned","6739","G","Asia","International","August","All Nippon Airways","NH","6739","Other","All Nippon Airways","NH","International","2005"
"200508","Enplaned","Enplaned","5966","G","Asia","International","August","All Nippon Airways","NH","5966","Other","All Nippon Airways","NH","International","2005"
"200508","Deplaned","Deplaned","162064","E","US","Domestic","August","American Airlines","AA","162064","Other","American Airlines","AA","Terminal 3","2005"
"200508","Enplaned","Enplaned","157700","E","US","Domestic","August","American Airlines","AA","157700","Other","American Airlines","AA","Terminal 3","2005"
"200508","Deplaned","Deplaned","5233","E","US","Domestic","August","American Eagle Airlines","MQ","5233","Other","American Airlines","AA","Terminal 3","2005"
"200508","Enplaned","Enplaned","4866","E","US","Domestic","August","American Eagle Airlines","MQ","4866","Other","American Airlines","AA","Terminal 3","2005"
"200508","Deplaned","Deplaned","4099","A","Asia","International","August","Asiana Airlines","OZ","4099","Other","Asiana Airlines","OZ","International","2005"
"200508","Enplaned","Enplaned","3376","A","Asia","International","August","Asiana Airlines","OZ","3376","Other","Asiana Airlines","OZ","International","2005"
"200508","Deplaned","Deplaned","1735","C","US","Domestic","August","Atlantic Southeast Airlines","EV","1735","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Enplaned","Enplaned","1560","C","US","Domestic","August","Atlantic Southeast Airlines","EV","1560","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Deplaned","Deplaned","353","A","Europe","International","August","BelAir Airlines","4T","353","Other","BelAir Airlines","4T","International","2005"
"200508","Enplaned","Enplaned","751","A","Europe","International","August","BelAir Airlines","4T","751","Other","BelAir Airlines","4T","International","2005"
"200508","Deplaned","Deplaned","18","Other","US","Domestic","August","Boeing Company",,"18","Other","Boeing Company",,"Other","2005"
"200508","Deplaned","Deplaned","20312","A","Europe","International","August","British Airways","BA","20312","Other","British Airways","BA","International","2005"
"200508","Enplaned","Enplaned","20084","A","Europe","International","August","British Airways","BA","20084","Other","British Airways","BA","International","2005"
"200508","Deplaned","Deplaned","11753","A","Asia","International","August","Cathay Pacific","CX","11753","Other","Cathay Pacific","CX","International","2005"
"200508","Enplaned","Enplaned","9050","A","Asia","International","August","Cathay Pacific","CX","9050","Other","Cathay Pacific","CX","International","2005"
"200508","Deplaned","Deplaned","14610","A","Asia","International","August","China Airlines","CI","14610","Other","China Airlines","CI","International","2005"
"200508","Enplaned","Enplaned","10972","A","Asia","International","August","China Airlines","CI","10972","Other","China Airlines","CI","International","2005"
"200508","Deplaned","Deplaned","97343","C","US","Domestic","August","Delta Air Lines","DL","97343","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Enplaned","Enplaned","97160","C","US","Domestic","August","Delta Air Lines","DL","97160","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Deplaned","Deplaned","13524","G","Asia","International","August","EVA Airways","BR","13524","Other","EVA Airways","BR","International","2005"
"200508","Enplaned","Enplaned","11950","G","Asia","International","August","EVA Airways","BR","11950","Other","EVA Airways","BR","International","2005"
"200508","Deplaned","Deplaned","17109","B","US","Domestic","August","Frontier Airlines","F9","17109","Low Fare","Frontier Airlines","F9","Terminal 1","2005"
"200508","Enplaned","Enplaned","17186","B","US","Domestic","August","Frontier Airlines","F9","17186","Low Fare","Frontier Airlines","F9","Terminal 1","2005"
"200508","Deplaned","Deplaned","7923","C","US","Domestic","August","Hawaiian Airlines","HA","7923","Other","Hawaiian Airlines","HA","Terminal 1","2005"
"200508","Enplaned","Enplaned","7751","C","US","Domestic","August","Hawaiian Airlines","HA","7751","Other","Hawaiian Airlines","HA","Terminal 1","2005"
"200508","Deplaned","Deplaned","5572","B","US","Domestic","August","Horizon Air ","QX","5572","Other","Alaska Airlines","AS","Terminal 1","2005"
"200508","Enplaned","Enplaned","5268","B","US","Domestic","August","Horizon Air ","QX","5268","Other","Alaska Airlines","AS","Terminal 1","2005"
"200508","Deplaned","Deplaned","4691","A","Europe","International","August","Icelandair","FI","4691","Other","Icelandair","FI","International","2005"
"200508","Enplaned","Enplaned","4355","A","Europe","International","August","Icelandair","FI","4355","Other","Icelandair","FI","International","2005"
"200508","Deplaned","Deplaned","9191","A","US","Domestic","August","Independence Air","DH","9191","Low Fare","Independence Air","DH","International","2005"
"200508","Enplaned","Enplaned","9850","A","US","Domestic","August","Independence Air","DH","9850","Low Fare","Independence Air","DH","International","2005"
"200508","Deplaned","Deplaned","9296","A","Asia","International","August","Japan Airlines","JL","9296","Other","Japan Airlines","JL","International","2005"
"200508","Enplaned","Enplaned","7913","A","Asia","International","August","Japan Airlines","JL","7913","Other","Japan Airlines","JL","International","2005"
"200508","Deplaned","Deplaned","9666","A","Europe","International","August","KLM Royal Dutch Airlines","KL","9666","Other","KLM Royal Dutch Airlines","KL","International","2005"
"200508","Enplaned","Enplaned","9881","A","Europe","International","August","KLM Royal Dutch Airlines","KL","9881","Other","KLM Royal Dutch Airlines","KL","International","2005"
"200508","Deplaned","Deplaned","8856","A","Asia","International","August","Korean Air Lines","KE","8856","Other","Korean Air Lines","KE","International","2005"
"200508","Enplaned","Enplaned","7164","A","Asia","International","August","Korean Air Lines","KE","7164","Other","Korean Air Lines","KE","International","2005"
"200508","Deplaned","Deplaned","21512","G","Europe","International","August","Lufthansa German Airlines","LH","21512","Other","Lufthansa German Airlines","LH","International","2005"
"200508","Enplaned","Enplaned","21881","G","Europe","International","August","Lufthansa German Airlines","LH","21881","Other","Lufthansa German Airlines","LH","International","2005"
"200508","Deplaned","Deplaned","2725","B","US","Domestic","August","Mesa Airlines","YV","2725","Other","US Airways","US ","Terminal 1","2005"
"200508","Enplaned","Enplaned","2546","B","US","Domestic","August","Mesa Airlines","YV","2546","Other","US Airways","US ","Terminal 1","2005"
"200508","Deplaned","Deplaned","7156","G","Mexico","International","August","Mexicana Airlines","MX","7156","Other","Mexicana Airlines","MX","International","2005"
"200508","Enplaned","Enplaned","5946","G","Mexico","International","August","Mexicana Airlines","MX","5946","Other","Mexicana Airlines","MX","International","2005"
"200508","Deplaned","Deplaned","1552","A","US","Domestic","August","Midwest Airlines","YX","1552","Other","Midwest Airlines","YX","Terminal 1","2005"
"200508","Enplaned","Enplaned","3382","A","US","Domestic","August","Midwest Airlines","YX","3382","Other","Midwest Airlines","YX","Terminal 1","2005"
"200508","Deplaned","Deplaned","56501","C","US","Domestic","August","Northwest Airlines","NW","56501","Other","Northwest Airlines","NW","Terminal 1","2005"
"200508","Enplaned","Enplaned","56674","C","US","Domestic","August","Northwest Airlines","NW","56674","Other","Northwest Airlines","NW","Terminal 1","2005"
"200508","Deplaned","Deplaned","7107","A","Asia","International","August","Northwest Airlines","NW","7107","Other","Northwest Airlines","NW","International","2005"
"200508","Enplaned","Enplaned","6522","A","Asia","International","August","Northwest Airlines","NW","6522","Other","Northwest Airlines","NW","International","2005"
"200508","Deplaned","Deplaned","12856","A","Asia","International","August","Philippine Airlines","PR","12856","Other","Philippine Airlines","PR","International","2005"
"200508","Enplaned","Enplaned","8718","A","Asia","International","August","Philippine Airlines","PR","8718","Other","Philippine Airlines","PR","International","2005"
"200508","Deplaned","Deplaned","19192","G","Asia","International","August","Singapore Airlines","SQ","19192","Other","Singapore Airlines","SQ","International","2005"
"200508","Enplaned","Enplaned","17118","G","Asia","International","August","Singapore Airlines","SQ","17118","Other","Singapore Airlines","SQ","International","2005"
"200508","Deplaned","Deplaned","7052","C","US","Domestic","August","SkyWest Airlines","OO","7052","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Enplaned","Enplaned","6652","C","US","Domestic","August","SkyWest Airlines","OO","6652","Other","Delta Air Lines","DL","Terminal 1","2005"
"200508","Deplaned","Deplaned","102899","F","US","Domestic","August","SkyWest Airlines","OO","102899","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200508","Enplaned","Enplaned","103188","F","US","Domestic","August","SkyWest Airlines","OO","103188","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200508","Deplaned","Deplaned","3672","F","Canada","International","August","SkyWest Airlines","OO","3672","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200508","Enplaned","Enplaned","3570","F","Canada","International","August","SkyWest Airlines","OO","3570","Other","United Airlines - Pre 07/01/2013","UA","Terminal 3","2005"
"200508","Deplaned","Deplaned","4720","B","US","Domestic","August","Sun Country Airlines","SY","4720","Low Fare","Sun Country Airlines","SY","Terminal 1","2005"
"200508","Enplaned","Enplaned","4717","B","US","Domestic","August","Sun Country Airlines","SY","4717","Low Fare","Sun Country Airlines","SY","Terminal 1","2005"
"200508","Deplaned","Deplaned","7357","G","Central America","International","August","TACA","TA","7357","Other","TACA","TA","International","2005"
